Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Has Mortgage,Personal Loan
27,1,142,92038,3,5.5,1,0,0,0,0,0,False,1
42,17,111,94304,3,3.0,1,0,1,1,0,1,False,1
56,30,164,94610,4,0.5,2,234,0,1,1,1,True,1
33,7,29,92064,1,0.6,3,127,0,0,0,1,True,0
54,28,53,94002,1,2.2,3,0,0,0,1,1,False,0
41,15,65,90019,3,0.5,3,0,0,0,0,0,False,0
61,36,44,91302,4,2.1,1,0,0,0,0,0,False,0
37,11,21,94604,3,0.2,2,0,0,0,1,0,False,0
35,11,160,92093,4,5.7,3,0,1,0,0,0,False,1
65,40,143,95616,4,6.6,2,0,0,0,1,0,False,1
46,20,73,95616,2,0.8,3,264,0,1,1,1,True,0
59,33,110,90007,3,4.4,1,264,0,0,1,0,True,0
43,18,13,94709,2,0.1,2,0,0,1,1,1,False,0
40,16,154,94122,2,6.1,1,325,0,0,1,0,True,0
47,21,32,95051,3,1.5,1,75,0,0,1,0,True,0
51,25,31,90245,2,0.4,3,161,0,0,1,1,True,0
57,32,124,90049,1,0.2,2,0,0,0,1,0,False,1
48,22,174,95827,1,2.4,1,0,0,0,1,0,False,0
44,19,40,92350,4,0.0,2,0,0,0,1,0,False,0
65,40,114,94608,4,3.4,2,0,0,0,0,1,False,0
57,27,55,95616,1,1.4,3,0,0,0,1,0,False,0
51,25,145,90740,1,0.3,1,0,0,0,1,0,False,0
57,31,52,94105,1,1.4,1,0,0,0,1,0,False,0
50,25,38,95616,1,1.3,2,120,0,0,0,1,True,0
43,18,59,95039,3,0.8,3,91,0,0,1,0,True,0
35,9,83,90277,2,4.5,3,0,0,0,1,0,False,0
53,28,19,94608,4,0.8,1,106,0,0,0,1,True,0
47,21,65,94086,1,1.5,2,0,1,0,1,0,False,0
36,11,9,94604,4,0.2,3,0,0,0,0,1,False,0
48,24,71,93117,2,1.7,1,145,0,0,0,1,True,0
60,35,18,92120,1,1.5,2,0,0,0,1,1,False,0
42,18,54,90089,1,1.8,1,0,0,0,1,0,False,0
45,20,144,92106,4,5.4,1,210,0,0,1,0,True,1
27,0,28,91330,4,1.5,2,0,0,0,1,0,False,0
31,7,149,92624,1,6.0,1,0,0,0,0,0,False,0
32,7,101,90232,4,2.2,2,0,0,0,1,0,False,0
36,11,152,95521,2,3.9,1,159,0,0,0,1,True,0
42,17,98,95670,2,0.4,1,0,0,0,1,1,False,0
48,22,150,95039,1,7.3,1,193,0,0,0,0,True,0
49,24,51,90071,1,1.3,2,0,0,0,0,0,False,0
52,26,180,94305,1,1.0,1,0,0,0,1,1,False,0
42,16,111,93106,2,1.2,3,251,0,0,1,0,True,1
52,28,25,90212,4,1.0,1,0,0,0,0,0,False,0
28,2,33,95814,3,1.0,1,167,0,0,1,0,True,0
39,15,91,93907,2,1.7,2,151,0,0,0,0,True,0
58,32,163,95014,2,0.5,1,400,0,0,0,0,True,0
30,6,184,91911,1,6.0,1,0,0,0,1,0,False,0
35,10,81,90089,3,0.6,2,104,0,0,1,0,True,0
35,10,33,90266,4,1.7,1,87,0,0,1,0,True,0
30,5,125,90016,4,0.5,3,0,0,1,1,0,False,1
39,14,85,94005,3,1.2,3,107,0,0,1,1,True,0
47,22,65,91330,3,2.7,2,0,0,0,1,0,False,0
26,1,74,90028,4,2.2,1,0,0,0,1,0,False,0
44,20,15,90405,1,1.0,1,0,0,0,1,0,False,0
38,13,81,90095,1,4.0,3,206,1,0,1,0,True,0
36,10,179,94542,3,6.6,1,0,0,0,1,0,False,1
42,17,28,94010,1,0.6,3,0,0,0,0,1,False,0
32,8,183,94080,1,6.0,1,0,0,0,0,0,False,0
29,5,21,90601,3,0.9,3,119,0,0,0,0,True,0
57,31,175,90503,2,0.5,1,429,0,0,1,1,True,0
37,11,64,96094,3,0.9,2,0,0,0,1,0,False,0
57,31,164,94607,2,3.8,3,422,0,1,1,1,True,1
42,18,141,94114,3,5.0,3,0,1,1,1,0,False,1
57,33,170,95051,2,2.1,2,0,0,0,0,0,False,1
35,9,22,94085,3,0.1,2,0,0,1,1,1,False,0
28,2,10,94080,1,0.1,2,0,0,0,1,0,False,0
58,34,11,92037,2,0.3,1,96,0,0,1,0,True,0
52,26,158,94920,2,3.7,3,251,0,0,0,1,True,1
29,5,34,94301,1,0.4,3,0,0,0,0,0,False,0
65,41,55,93106,2,1.1,1,0,0,0,0,0,False,0
31,5,22,91401,1,0.6,3,0,0,0,0,0,False,0
37,11,123,94720,1,2.3,2,0,1,1,1,0,False,1
55,30,69,91007,4,1.3,3,0,1,1,1,1,False,0
34,9,40,95054,4,2.0,2,0,0,0,1,1,False,0
52,28,72,94720,1,1.6,3,0,0,0,1,0,False,0
34,10,71,94115,4,0.1,2,0,0,0,0,0,False,0
55,31,91,93555,2,2.8,1,0,0,0,0,0,False,0
46,21,34,92373,2,1.3,1,0,0,0,1,0,False,0
44,18,75,91203,2,3.5,1,0,0,0,1,0,False,1
32,8,61,94703,3,2.6,2,0,0,0,0,0,False,0
55,29,54,95051,2,2.3,3,93,0,0,0,0,True,0
59,34,21,95035,2,0.5,2,0,0,0,1,0,False,0
56,29,41,94109,4,2.5,2,0,0,0,0,0,False,0
41,16,23,94521,2,1.4,2,0,1,0,1,0,False,0
56,31,64,90245,2,2.3,3,0,0,0,0,0,False,0
60,34,102,94305,2,2.0,1,0,0,0,1,1,False,0
64,38,59,92028,1,2.5,3,220,0,0,0,0,True,0
52,28,54,90041,4,0.1,3,0,0,0,0,1,False,0
45,19,93,90095,4,2.6,3,0,0,0,0,0,False,0
46,21,40,90045,1,0.3,1,116,0,0,0,0,True,0
29,4,59,95064,4,2.2,1,232,0,0,1,1,True,0
49,24,30,90212,4,0.4,2,157,0,1,1,1,True,0
50,24,79,94304,1,0.3,1,120,0,0,1,0,True,0
59,35,31,94063,3,0.4,2,0,0,0,1,1,False,0
46,22,142,92220,2,3.3,1,0,0,0,0,0,False,0
52,28,51,94949,1,1.6,3,0,1,0,0,1,False,0
45,18,40,94960,3,1.0,2,0,0,0,1,0,False,0
43,18,89,94303,3,0.5,3,108,0,0,0,1,True,0
59,35,202,94025,1,4.7,1,553,0,0,0,0,True,0
46,22,69,91604,2,1.7,1,209,0,0,0,0,True,0
37,13,59,94234,1,1.5,3,0,0,0,0,1,False,0
66,41,105,93023,1,0.8,3,0,1,1,1,1,False,0
25,1,121,93106,1,5.4,1,158,0,0,1,0,True,0
33,7,88,94583,3,1.6,1,0,0,0,1,1,False,0
42,18,54,94010,4,2.2,2,0,0,0,0,0,False,0
49,25,163,94608,2,0.4,1,0,1,0,0,0,False,0
42,18,39,92703,1,0.3,3,0,0,0,1,0,False,0
58,33,23,91768,3,0.2,1,0,0,0,0,0,False,0
27,3,59,94123,4,0.0,1,90,1,0,1,0,True,0
33,7,111,90245,2,1.3,1,0,0,0,1,0,False,0
45,18,50,91902,3,2.5,2,0,0,0,1,0,False,0
34,10,53,94107,3,2.6,2,0,0,0,1,0,False,0
38,12,59,96001,3,0.5,3,0,1,1,1,1,False,0
32,7,100,92126,3,0.6,2,0,0,0,1,0,False,0
36,10,33,95616,4,1.2,2,82,1,0,1,0,True,0
39,13,71,95822,3,0.1,1,162,1,0,1,0,True,0
33,8,140,95814,1,4.6,1,0,0,0,1,0,False,0
60,34,101,94928,3,4.4,1,0,0,0,1,1,False,0
52,27,43,94611,4,0.2,2,0,0,0,1,0,False,0
56,31,39,93023,4,0.9,1,0,0,0,0,0,False,0
40,14,53,90064,1,2.0,1,0,0,0,1,1,False,0
33,9,73,92110,4,3.4,1,140,0,0,1,0,True,0
44,20,69,95814,1,0.8,3,0,0,0,1,1,False,0
39,15,65,92037,1,1.5,3,0,0,0,0,0,False,0
36,10,39,92009,1,2.0,1,153,0,0,0,0,True,0
54,29,25,90747,4,0.1,3,109,0,0,0,0,True,0
43,19,74,94035,4,1.9,1,0,0,0,0,1,False,0
53,27,84,95616,2,1.1,1,0,0,0,1,0,False,0
47,20,62,92521,1,2.67,2,0,0,0,1,0,False,0
61,35,60,90245,1,2.5,3,0,0,0,1,0,False,0
39,12,62,91910,3,2.33,2,0,0,0,0,0,False,0
24,-2,80,91107,2,1.6,3,238,0,0,0,0,True,0
54,24,72,95123,3,1.4,3,0,0,0,0,1,False,0
46,22,125,94536,2,4.7,3,0,0,0,1,0,False,1
32,6,78,95825,1,2.9,3,0,0,0,0,0,False,0
40,14,59,91335,3,0.5,3,0,0,0,1,0,False,0
39,13,33,92093,4,1.5,3,0,0,0,0,0,False,0
26,1,190,91604,4,1.3,2,197,0,0,1,0,True,1
41,16,44,92037,1,0.3,3,0,0,0,0,0,False,0
62,37,19,91343,3,1.3,2,97,0,0,1,0,True,0
25,1,70,93010,4,2.6,1,218,0,0,1,0,True,0
40,14,164,94720,1,4.3,2,0,0,0,0,0,False,1
61,35,63,91605,1,1.6,1,0,0,0,1,0,False,0
51,25,30,91116,3,0.6,2,144,0,0,0,1,True,0
54,24,25,90016,4,0.4,3,0,0,0,0,1,False,0
56,32,64,90210,4,1.5,1,0,0,0,1,0,False,0
37,11,89,94609,1,1.5,3,0,0,0,1,0,False,0
62,38,80,94545,4,1.7,2,0,0,0,0,0,False,0
50,24,45,94105,3,0.6,2,117,0,0,1,0,True,0
36,11,8,93401,4,0.2,3,81,0,0,0,1,True,0
56,31,60,92009,3,1.7,1,0,0,0,1,0,False,0
45,19,93,91116,2,1.7,2,0,0,0,0,0,False,0
56,32,89,92096,4,1.0,2,90,1,0,1,0,True,0
37,12,123,94304,4,3.1,2,253,0,1,1,1,True,1
28,4,101,95136,3,2.5,1,270,0,0,0,0,True,0
61,36,40,95816,3,0.5,2,100,1,0,0,0,True,0
29,5,138,93106,2,4.33,1,0,0,0,1,0,False,0
63,39,40,91304,1,0.8,1,118,0,0,0,1,True,0
36,11,181,94309,3,1.4,1,0,0,0,0,0,False,1
33,8,39,95032,3,2.3,1,0,0,0,0,0,False,0
57,31,113,91711,4,0.6,3,327,0,0,1,0,True,1
30,4,154,95621,2,4.5,1,207,0,0,1,0,True,0
45,21,102,92037,4,4.7,2,81,0,0,0,0,True,1
52,27,81,91942,1,1.3,3,293,0,0,0,1,True,0
29,2,30,92126,4,1.0,3,0,0,0,0,0,False,0
32,6,79,94720,2,1.5,3,0,0,0,1,1,False,0
61,36,139,95133,2,3.9,1,0,0,0,0,0,False,0
31,7,71,90034,1,0.1,1,78,1,0,0,0,True,0
35,9,55,94536,1,2.0,1,0,0,0,1,0,False,0
37,12,132,90089,2,3.9,1,0,0,0,0,0,False,0
54,30,45,95134,4,1.1,2,205,0,0,1,0,True,0
56,30,55,94107,1,1.4,1,77,0,0,1,0,True,0
33,7,48,92831,4,2.2,2,207,0,0,0,0,True,0
48,23,70,92122,1,2.8,2,0,0,0,0,0,False,0
52,27,45,94720,2,2.0,2,121,0,0,0,1,True,0
58,32,49,94005,1,1.4,1,99,0,0,1,1,True,0
52,26,59,95762,3,3.0,2,0,0,0,1,0,False,0
62,37,38,91706,1,1.1,3,0,0,0,1,0,False,0
27,2,112,94501,4,1.8,3,0,1,0,1,0,False,0
38,14,70,94022,4,2.0,3,0,0,0,1,0,False,0
32,7,42,92407,3,2.3,1,0,0,0,1,0,False,0
44,20,38,90018,2,2.1,3,95,0,0,1,0,True,0
28,3,74,91330,2,1.8,2,221,1,0,0,0,True,0
39,13,68,91950,3,2.1,1,0,1,0,1,0,False,0
57,33,43,91902,1,1.8,3,0,0,0,0,0,False,0
49,24,18,95616,1,0.4,3,121,0,0,1,0,True,0
28,2,51,90503,4,1.8,2,0,1,0,0,0,False,0
56,30,31,90024,4,1.5,3,0,0,0,1,0,False,0
30,6,48,94607,1,2.1,3,0,0,0,0,0,False,0
53,23,45,95123,4,2.0,3,132,1,0,0,0,True,0
51,26,70,91320,1,2.8,2,0,0,0,1,1,False,0
55,29,79,94608,2,1.1,1,0,1,0,1,0,False,0
40,14,69,92870,3,2.1,1,106,0,0,1,0,True,0
40,14,42,90638,2,0.3,1,106,0,0,0,1,True,0
62,36,103,92182,2,2.8,1,0,1,1,1,0,False,0
59,33,71,91335,2,2.3,3,150,0,0,1,1,True,0
44,19,34,95005,4,0.0,2,0,0,0,0,0,False,0
38,14,48,90034,1,1.8,1,169,0,0,0,0,True,0
53,29,95,94720,4,1.0,2,0,0,0,1,1,False,0
44,20,43,92124,1,0.3,3,0,1,0,0,1,False,0
40,10,29,94720,1,0.75,3,0,0,0,1,0,False,0
42,16,62,94309,1,0.7,3,170,0,1,1,1,True,0
65,40,63,94701,3,0.5,2,0,0,0,1,0,False,0
36,6,11,92008,1,0.67,3,0,1,1,1,1,False,0
49,25,149,90024,2,0.4,1,0,0,0,1,0,False,0
34,10,34,93407,1,1.7,1,164,0,0,0,0,True,0
50,24,82,90291,3,3.0,2,0,0,0,1,0,False,0
44,17,70,94920,3,2.67,2,0,0,0,0,0,False,0
34,8,79,95616,1,2.5,1,0,0,0,1,0,False,0
65,41,45,95521,3,0.1,3,0,0,0,1,0,False,0
33,8,130,94720,3,6.3,2,99,0,0,0,1,True,1
57,32,84,93106,4,1.3,3,0,0,0,0,1,False,0
48,22,42,93955,3,2.2,2,0,0,0,0,0,False,0
49,24,45,92104,3,1.7,2,0,1,0,1,0,False,0
51,25,85,94015,4,4.9,1,0,0,0,1,1,False,0
45,20,138,92870,1,7.0,1,0,0,0,0,1,False,0
52,26,63,92717,2,1.5,2,0,1,0,1,0,False,0
41,16,118,94720,2,3.3,1,0,0,0,1,0,False,0
27,1,42,94501,3,2.4,2,0,0,0,0,0,False,0
45,20,62,95818,2,2.2,3,0,0,0,1,0,False,0
28,4,159,93907,1,1.5,1,0,0,0,1,1,False,0
53,28,44,92152,2,0.6,3,0,0,0,1,1,False,0
37,11,51,93305,3,2.1,1,0,0,0,1,1,False,0
39,14,28,91320,2,1.4,2,108,0,0,0,1,True,0
43,17,98,94402,3,1.1,1,0,0,0,0,0,False,0
55,30,28,90291,4,0.1,3,149,0,0,1,1,True,0
45,19,128,94928,4,6.0,3,0,0,0,1,0,False,1
63,39,72,93106,3,2.0,3,190,1,0,1,0,True,0
42,18,114,94305,1,0.3,1,0,0,0,0,0,False,0
51,27,23,96651,1,0.2,1,0,0,0,1,0,False,0
50,26,22,92037,4,0.5,2,112,0,0,1,0,True,0
56,32,85,94132,3,2.67,1,0,1,0,1,0,False,0
52,26,93,91745,1,2.4,1,0,0,0,1,0,False,0
36,10,29,93065,4,1.0,1,0,0,0,1,1,False,0
32,8,141,90005,2,4.33,1,0,0,0,0,0,False,0
46,20,134,94575,1,5.7,1,146,1,0,1,0,True,0
45,19,38,90840,2,0.7,1,0,0,0,0,0,False,0
60,34,90,92192,4,1.9,2,0,0,0,1,0,False,0
52,26,45,91604,3,0.6,2,0,0,0,0,0,False,0
48,24,61,91380,2,1.7,1,229,0,0,0,1,True,0
48,22,152,94022,1,3.5,3,0,0,0,1,0,False,1
43,19,34,94305,3,0.6,2,0,0,0,0,0,False,0
65,39,184,91302,1,5.4,3,176,0,1,1,1,True,1
25,0,38,93407,2,1.6,3,0,0,0,0,0,False,0
50,26,110,94509,3,1.8,2,0,0,0,1,0,False,0
54,27,51,94309,3,1.0,2,113,1,1,1,1,True,0
56,32,48,94117,1,1.6,3,0,0,0,0,1,False,0
64,39,172,94707,4,3.1,1,282,0,1,1,1,True,1
58,33,42,92093,4,1.7,1,0,0,0,0,0,False,0
63,37,78,91711,4,1.7,3,0,0,0,1,0,False,0
46,22,154,93109,1,5.0,1,0,0,0,1,0,False,0
44,17,25,95064,3,1.0,2,0,0,0,0,1,False,0
60,34,51,90028,3,1.4,3,0,0,0,0,0,False,0
54,28,74,95014,2,1.1,1,0,0,0,1,0,False,0
65,40,71,95060,3,2.2,1,0,0,0,0,1,False,0
35,11,40,91784,1,2.4,2,0,0,0,1,0,False,0
60,35,191,93407,4,5.6,3,0,0,0,0,0,False,1
50,23,23,94720,2,1.0,2,0,1,0,0,0,False,0
65,41,121,92126,2,2.1,1,0,0,0,1,0,False,0
62,37,82,94086,1,0.8,3,312,0,0,1,0,True,0
56,30,24,94550,2,0.7,2,0,0,0,1,0,False,0
26,2,12,94591,4,1.0,1,0,0,0,1,0,False,0
57,31,32,90034,3,1.4,1,0,1,1,1,1,False,0
37,13,49,91711,4,2.0,3,192,0,0,0,0,True,0
55,31,69,90089,1,2.7,2,0,1,0,0,1,False,0
33,9,125,92182,1,4.3,3,0,0,0,1,0,False,1
52,26,182,95818,2,1.4,2,0,0,0,1,0,False,1
41,16,104,92008,1,4.0,3,0,0,1,1,1,False,0
59,33,140,95035,2,0.5,1,262,0,0,1,0,True,0
39,13,74,95008,3,0.9,2,155,0,0,1,0,True,0
41,17,55,92374,2,1.7,1,0,0,0,0,0,False,0
54,29,111,94304,1,0.1,3,0,0,0,0,1,False,0
43,16,65,94110,3,2.67,2,100,0,0,0,0,True,0
63,39,38,92624,3,0.1,3,178,0,0,1,1,True,0
58,33,18,94402,3,0.1,2,0,0,0,1,1,False,0
61,37,9,93907,2,0.3,3,0,0,0,1,0,False,0
36,9,49,94402,2,1.67,2,0,0,0,0,1,False,0
41,17,119,94960,2,6.1,1,263,1,0,1,0,True,0
61,36,54,94539,3,1.5,1,0,0,0,1,0,False,0
48,24,148,91311,2,3.3,1,0,0,1,1,1,False,0
63,38,135,91768,2,3.8,3,183,0,0,0,0,True,1
61,37,131,94720,1,2.9,1,0,0,0,1,0,False,0
61,36,12,93023,4,0.6,2,0,0,0,1,1,False,0
50,26,21,94305,1,0.2,1,0,0,0,1,0,False,0
65,40,40,94104,1,1.1,3,0,0,0,0,0,False,0
57,32,38,90740,2,2.1,3,0,0,0,0,0,False,0
35,11,40,93106,1,2.4,2,0,1,0,1,0,False,0
54,28,102,91360,3,1.7,2,0,0,0,1,0,False,0
53,29,118,94066,2,0.3,1,0,0,0,1,0,False,0
31,6,58,95051,2,2.5,1,0,0,0,0,1,False,0
27,1,99,94305,1,3.0,3,149,0,0,0,1,True,1
64,38,115,94105,1,2.0,1,0,0,0,1,1,False,0
43,17,111,91423,4,5.4,3,0,0,0,1,0,False,1
44,18,129,92028,1,5.7,1,0,0,0,1,0,False,0
60,35,8,94143,1,0.1,1,0,0,0,1,0,False,0
31,5,85,92130,3,1.6,1,157,0,0,1,1,True,0
44,20,175,96150,2,1.4,1,0,0,0,1,1,False,0
62,38,30,94304,3,0.1,3,128,0,0,1,0,True,0
40,15,82,91775,3,1.0,1,309,0,0,0,0,True,0
58,33,138,90720,2,3.9,1,0,1,0,1,0,False,0
50,26,13,91320,4,1.0,1,0,0,0,1,0,False,0
62,37,129,94143,1,1.3,1,0,0,0,1,0,False,0
26,2,119,95351,2,0.6,1,381,0,0,1,1,True,0
50,24,124,93305,1,4.9,1,266,0,0,1,0,True,0
54,30,93,91107,1,2.7,2,0,0,0,1,0,False,0
57,27,63,90210,4,2.0,3,0,0,0,1,0,False,0
58,28,58,90073,3,2.0,3,0,0,0,1,0,False,0
34,8,188,94025,1,2.9,3,0,0,0,1,0,False,1
42,15,73,94545,3,2.33,2,0,0,0,0,0,False,0
52,26,161,93108,4,4.3,1,0,0,1,1,1,False,1
29,0,134,95819,4,6.5,3,0,0,0,0,0,False,1
46,21,41,94025,1,1.4,3,128,0,0,1,0,True,0
35,10,179,91942,1,8.6,1,357,0,0,0,0,True,0
46,21,82,94523,4,0.4,1,0,0,0,0,0,False,0
57,31,131,90405,3,0.6,1,0,0,0,1,0,False,1
59,35,18,93305,1,1.2,3,0,0,0,1,0,False,0
48,23,132,94998,1,0.6,1,157,0,0,0,0,True,0
30,3,79,91380,4,2.0,2,0,0,0,1,0,False,0
53,27,174,91006,1,2.9,2,0,0,0,1,0,False,1
29,-1,50,95842,2,1.75,3,0,0,0,0,1,False,0
51,24,84,94117,3,2.0,2,0,0,0,0,0,False,0
44,18,68,93943,4,2.9,1,0,1,0,0,0,False,0
27,2,155,95138,1,0.8,1,0,0,0,0,0,False,0
51,27,22,93106,4,0.5,2,0,0,0,1,1,False,0
55,29,140,94720,2,2.7,1,0,0,0,1,0,False,0
34,9,102,92115,4,2.2,2,0,0,0,1,0,False,0
49,24,48,93117,1,1.3,2,0,0,0,0,1,False,0
63,38,85,91320,4,0.1,2,0,0,0,0,1,False,0
59,33,93,91320,2,0.7,2,0,0,0,0,0,False,0
50,26,190,90245,3,2.1,3,240,0,0,1,0,True,1
37,11,84,90266,4,2.2,2,0,0,0,1,1,False,0
58,34,84,91380,2,2.8,1,0,0,0,1,1,False,0
53,26,22,92831,1,0.5,2,100,0,0,1,0,True,0
38,12,93,95616,1,5.2,1,267,0,0,1,0,True,0
52,28,74,96064,1,2.6,2,0,0,0,1,1,False,0
31,7,108,94507,1,4.0,1,0,0,0,1,0,False,0
34,9,123,94553,1,1.6,2,0,0,0,1,0,False,1
47,23,138,91367,2,3.3,1,0,0,0,1,1,False,0
29,4,50,94040,4,1.7,2,0,0,0,1,0,False,0
57,27,73,93106,1,3.0,3,0,0,0,0,0,False,0
28,3,45,94305,2,1.6,3,0,0,0,1,1,False,0
51,27,12,92834,3,0.4,1,0,1,1,1,1,False,0
62,37,48,92028,3,2.2,1,0,0,0,0,0,False,0
31,7,180,93407,1,4.3,1,0,0,0,0,0,False,0
37,11,190,94305,4,7.3,2,565,0,1,1,0,True,1
36,11,23,94553,4,0.2,3,0,0,0,1,0,False,0
34,8,44,91101,4,0.2,1,0,0,0,0,0,False,0
50,26,52,93555,4,0.1,3,0,0,0,0,0,False,0
33,9,23,94305,3,0.9,3,0,0,0,1,1,False,0
39,13,93,93555,4,3.6,3,0,0,0,1,0,False,1
44,17,128,94928,2,3.25,2,0,0,0,0,1,False,1
40,15,75,95449,4,1.1,2,0,0,0,1,0,False,0
55,25,35,93943,3,1.0,3,144,0,0,1,1,True,0
59,33,64,92867,4,1.7,2,0,0,0,0,1,False,0
56,30,178,93940,1,2.9,1,0,0,0,1,0,False,0
43,18,94,94110,4,1.1,2,0,0,0,0,0,False,0
48,22,74,93950,1,1.4,3,0,1,0,0,0,False,0
52,26,70,94117,2,1.1,1,0,1,0,1,0,False,0
54,29,28,92093,4,0.2,2,101,0,0,1,0,True,0
35,10,64,94306,3,0.7,2,230,0,0,1,0,True,0
46,20,49,90503,3,2.2,2,0,0,0,0,0,False,0
41,16,113,92780,1,1.0,3,211,0,0,0,1,True,0
47,21,49,92152,3,2.2,2,0,1,0,0,0,False,0
28,4,69,94305,3,0.7,2,170,0,0,0,0,True,0
56,30,24,94704,2,0.4,3,88,0,0,0,0,True,0
46,22,141,90089,2,3.3,1,0,1,1,1,1,False,0
58,34,128,90058,1,7.4,1,0,0,0,0,0,False,0
47,20,101,91950,3,2.0,2,270,0,0,1,0,True,0
35,9,33,91125,2,0.3,1,0,1,0,1,0,False,0
51,27,39,94304,2,0.8,1,0,0,0,0,0,False,0
60,35,122,92521,1,1.3,1,0,0,0,0,0,False,0
39,15,82,95207,1,0.8,2,0,0,0,1,0,False,0
50,25,114,92104,1,0.6,1,0,0,0,0,1,False,0
27,2,48,90049,2,1.6,3,119,1,0,1,0,True,0
31,5,188,91320,2,4.5,1,455,0,0,0,0,True,0
30,4,81,92037,1,2.9,3,259,0,0,1,1,True,0
44,20,39,93108,2,2.1,3,119,0,0,0,0,True,0
59,35,165,94309,2,6.0,1,0,0,0,1,0,False,0
57,31,65,94118,4,2.6,3,0,0,0,0,1,False,0
50,25,35,94105,3,1.7,2,0,0,0,1,1,False,0
61,35,18,94303,3,0.3,3,0,0,0,0,0,False,0
53,29,154,93407,4,7.4,3,0,0,0,0,0,False,1
47,22,53,92691,1,0.3,1,213,0,0,0,0,True,0
32,8,42,95136,1,0.2,3,102,0,0,1,0,True,0
40,16,63,92807,1,1.5,3,0,0,0,0,0,False,0
38,14,104,90025,2,1.8,2,79,0,0,0,0,True,0
54,24,72,93943,3,1.4,3,218,0,0,0,1,True,0
65,40,49,90034,3,0.5,2,0,0,0,1,0,False,0
28,-2,48,94132,2,1.75,3,89,0,0,1,0,True,0
32,5,63,90024,4,2.0,2,0,1,0,1,0,False,0
33,9,64,92507,4,3.4,1,0,0,0,0,0,False,0
33,9,38,93106,1,2.1,3,133,0,0,0,0,True,0
54,30,21,95351,1,0.1,2,76,0,0,1,0,True,0
37,11,43,92521,4,1.2,2,0,1,0,0,0,False,0
42,16,20,95351,2,0.8,3,117,0,0,1,1,True,0
30,6,64,94305,4,3.4,1,117,0,0,0,0,True,0
41,17,65,90024,3,2.1,3,0,0,0,1,0,False,0
47,21,20,94066,1,0.2,1,0,0,0,1,1,False,0
63,37,15,92121,1,0.8,2,115,0,0,1,0,True,0
55,29,132,95758,3,5.9,2,307,0,0,0,0,True,1
34,9,84,94707,4,2.2,2,323,0,0,1,0,True,0
38,14,58,91709,4,2.0,3,153,1,0,0,0,True,0
63,39,53,93940,1,0.8,1,0,0,0,0,0,False,0
45,19,60,94143,2,0.4,3,250,0,0,1,0,True,0
34,10,152,90089,2,6.5,1,0,0,0,0,0,False,0
40,16,49,92373,1,1.8,1,0,0,0,0,1,False,0
41,16,114,94705,4,3.5,1,0,0,0,0,1,False,1
61,36,119,95064,2,5.4,2,0,0,0,1,0,False,1
35,10,72,91320,3,2.3,1,285,0,0,0,0,True,0
45,21,134,92697,4,5.5,2,0,0,1,1,1,False,1
62,36,25,90740,3,0.3,3,0,0,0,1,1,False,0
47,23,8,92612,4,0.2,1,0,0,0,1,0,False,0
52,26,62,95134,4,2.8,2,0,0,0,1,0,False,0
62,38,42,95747,3,0.1,3,149,0,0,0,1,True,0
62,36,21,95616,3,0.3,3,0,0,0,0,0,False,0
40,16,98,94534,2,1.8,2,98,0,0,1,0,True,0
28,2,34,92161,4,1.3,3,0,0,0,0,0,False,0
56,30,38,92029,1,0.2,1,0,0,0,0,0,False,0
48,24,48,92064,2,2.1,3,0,0,0,1,0,False,0
25,1,49,91107,4,1.6,1,0,1,0,0,0,False,0
56,30,31,94117,2,0.3,1,109,1,1,1,1,True,0
33,7,25,94132,4,1.0,1,0,0,0,1,1,False,0
55,31,91,94110,2,2.8,1,0,0,0,1,0,False,0
39,14,141,93302,4,6.3,1,0,1,1,1,1,False,1
37,13,71,90755,2,1.7,2,0,0,0,1,1,False,0
54,30,24,94109,4,0.2,1,0,1,0,0,0,False,0
59,33,91,92821,4,1.9,2,329,0,0,0,0,True,0
36,11,14,92673,4,0.2,3,100,0,0,1,1,True,0
52,25,44,93111,3,1.0,2,135,0,0,1,0,True,0
56,30,79,94588,3,0.8,1,302,0,0,0,0,True,0
42,18,131,94949,1,3.4,1,0,0,0,0,1,False,0
39,14,54,95035,3,3.0,1,108,0,0,0,1,True,0
59,34,114,94606,3,4.2,2,0,0,0,1,0,False,1
29,3,50,94010,3,1.1,2,0,0,0,0,1,False,0
38,14,95,94109,2,1.9,1,0,0,0,1,1,False,0
47,21,15,95207,4,0.6,3,77,0,0,1,0,True,0
55,31,73,95207,3,2.67,1,219,0,0,1,0,True,0
43,19,128,95054,1,4.7,1,0,0,0,1,0,False,0
53,28,38,94998,1,1.3,2,0,0,0,1,0,False,0
55,28,38,95616,3,1.0,2,0,0,0,1,0,False,0
34,8,10,92867,1,0.4,2,0,0,0,1,0,False,0
65,39,30,94304,3,0.7,2,0,0,0,1,1,False,0
65,40,140,92093,1,0.9,1,0,0,0,0,0,False,0
62,37,53,92028,2,2.8,1,0,0,0,1,0,False,0
37,12,81,94538,1,2.8,1,0,0,0,0,0,False,0
38,14,35,95051,1,1.5,2,97,0,0,1,0,True,0
28,4,129,92115,1,1.5,1,0,0,0,0,1,False,0
56,32,31,94596,4,1.3,1,0,0,0,0,0,False,0
63,38,8,95136,4,0.6,2,0,0,0,1,0,False,0
